category,observed_BB,expected_BB,observed_WW,expected_WW,observed_BW,expected_BW,p_value_chi2
3,106005.0,29665.74074074074,496203.0,419935.4804804805,70602.0,223208.77877877877,0.0
1,267753.0,137473.8878878879,332504.0,201993.96296296298,72553.0,333342.14914914913,0.0
0,22036.0,1186.6776776776776,638359.0,617497.3823823824,12415.0,54125.93993993994,0.0
2,120291.0,33564.1051051051,492356.0,405802.82282282284,60163.0,233443.07207207207,0.0
4,32514.0,3547.358358358358,607607.0,578637.4264264264,32689.0,90625.21521521521,0.0
