category,observed_BB,expected_BB,observed_WW,expected_WW,observed_BW,expected_BW,p_value_chi2
0,561329.0,519485.5135135135,52095.0,9894.550550550572,59386.0,143429.93593593594,0.0
1,52095.0,9896.809809809809,561329.0,519486.32232232235,59386.0,143426.86786786787,0.0
