category,observed_BB,expected_BB,observed_WW,expected_WW,observed_BW,expected_BW,p_value_chi2
2,1.5157e+05,6.0900e+04,4.1924e+05,3.2885e+05,1.0200e+05,2.8306e+05,0.0000e+00
1,1.9385e+05,8.6630e+04,3.8416e+05,2.7657e+05,9.4803e+04,3.0961e+05,0.0000e+00
4,1.1283e+05,3.2659e+04,4.8937e+05,4.0900e+05,7.0612e+04,2.3115e+05,0.0000e+00
0,2.2036e+04,1.1853e+03,6.3836e+05,6.1750e+05,1.2415e+04,5.4126e+04,0.0000e+00
3,3.2978e+04,3.9280e+03,6.0266e+05,5.7392e+05,3.7176e+04,9.4965e+04,0.0000e+00
7,6.9100e+02,1.6847e+00,6.7140e+05,6.7071e+05,7.1500e+02,2.1028e+03,0.0000e+00
