category,observed_BB,expected_BB,observed_WW,expected_WW,observed_BW,expected_BW,p_value_chi2
4,81090.0,16683.992992992993,541707.0,477592.4164164164,50013.0,178533.59059059058,0.0
3,188628.0,79079.23523523523,398831.0,290571.6636636637,85351.0,303159.1011011011,0.0
1,82802.0,18250.83283283283,534832.0,469456.5215215215,55176.0,185102.64564564565,0.0
2,157695.0,52123.22222222222,456700.0,350413.3803803804,58415.0,270273.3973973974,0.0
0,31319.0,2163.4154154154153,627894.0,598695.2312312312,13597.0,71951.35335335335,0.0
