category,observed_BB,expected_BB,observed_WW,expected_WW,observed_BW,expected_BW,p_value_chi2
0,658301.0,654444.6656656656,3974.0,127.3843843844079,10535.0,18237.94994994995,0.0
1,3974.0,126.16616616616616,658301.0,654443.8288288288,10535.0,18240.005005005005,0.0
