source,target,source_stage,target_stage,value
(T) regulator,(C) via,occurrence_technical,causal_ocurrence_words,21
(T) regulator,(C) while,occurrence_technical,causal_ocurrence_words,23
(T) reservoir,(C) based on,occurrence_technical,causal_ocurrence_words,52
(T) reservoir,(C) because,occurrence_technical,causal_ocurrence_words,38
(T) reservoir,(C) becomes,occurrence_technical,causal_ocurrence_words,23
(T) reservoir,(C) configured to,occurrence_technical,causal_ocurrence_words,100
(T) reservoir,(C) corresponding to,occurrence_technical,causal_ocurrence_words,31
(T) reservoir,(C) discharged to,occurrence_technical,causal_ocurrence_words,82
(T) reservoir,(C) due to,occurrence_technical,causal_ocurrence_words,73
(T) reservoir,(C) generated by,occurrence_technical,causal_ocurrence_words,23
(T) reservoir,(C) increase,occurrence_technical,causal_ocurrence_words,31
(T) reservoir,(C) introduced into,occurrence_technical,causal_ocurrence_words,129
(T) reservoir,(C) may,occurrence_technical,causal_ocurrence_words,224
(T) reservoir,(C) monitoring,occurrence_technical,causal_ocurrence_words,46
(T) reservoir,(C) remove,occurrence_technical,causal_ocurrence_words,50
(T) reservoir,(C) shape,occurrence_technical,causal_ocurrence_words,83
(T) reservoir,(C) thereby,occurrence_technical,causal_ocurrence_words,55
(T) reservoir,(C) therefore,occurrence_technical,causal_ocurrence_words,92
(T) reservoir,(C) thus,occurrence_technical,causal_ocurrence_words,56
(T) reservoir,(C) to prevent,occurrence_technical,causal_ocurrence_words,55
(T) reservoir,(C) used to,occurrence_technical,causal_ocurrence_words,27
(T) reservoir,(C) via,occurrence_technical,causal_ocurrence_words,137
(T) reservoir,(C) while,occurrence_technical,causal_ocurrence_words,189
(T) return line,(C) via,occurrence_technical,causal_ocurrence_words,47
(T) sedimentation basin,(C) based on,occurrence_technical,causal_ocurrence_words,31
(T) sedimentation basin,(C) configured to,occurrence_technical,causal_ocurrence_words,28
(T) sedimentation basin,(C) discharged to,occurrence_technical,causal_ocurrence_words,39
(T) sedimentation basin,(C) due to,occurrence_technical,causal_ocurrence_words,26
(T) sedimentation basin,(C) increase,occurrence_technical,causal_ocurrence_words,23
(T) sedimentation basin,(C) introduced into,occurrence_technical,causal_ocurrence_words,50
(T) sedimentation basin,(C) may,occurrence_technical,causal_ocurrence_words,57
(T) sedimentation basin,(C) monitoring,occurrence_technical,causal_ocurrence_words,24
(T) sedimentation basin,(C) remove,occurrence_technical,causal_ocurrence_words,84
(T) sedimentation basin,(C) thereby,occurrence_technical,causal_ocurrence_words,24
(T) sedimentation basin,(C) therefore,occurrence_technical,causal_ocurrence_words,54
(T) sedimentation basin,(C) to prevent,occurrence_technical,causal_ocurrence_words,27
(T) sedimentation basin,(C) while,occurrence_technical,causal_ocurrence_words,80
(T) sensor,(C) as a result,occurrence_technical,causal_ocurrence_words,48
(T) sensor,(C) associated with,occurrence_technical,causal_ocurrence_words,100
(T) sensor,(C) based on,occurrence_technical,causal_ocurrence_words,517
(T) sensor,(C) because,occurrence_technical,causal_ocurrence_words,59
(T) sensor,(C) becomes,occurrence_technical,causal_ocurrence_words,83
(T) sensor,(C) caused by,occurrence_technical,causal_ocurrence_words,27
(T) sensor,(C) causes,occurrence_technical,causal_ocurrence_words,35
(T) sensor,(C) comprise,occurrence_technical,causal_ocurrence_words,65
(T) sensor,(C) configured to,occurrence_technical,causal_ocurrence_words,303
(T) sensor,(C) corresponding to,occurrence_technical,causal_ocurrence_words,109
(T) sensor,(C) determine,occurrence_technical,causal_ocurrence_words,154
(T) sensor,(C) determines,occurrence_technical,causal_ocurrence_words,132
(T) sensor,(C) discharged to,occurrence_technical,causal_ocurrence_words,33
(T) sensor,(C) due to,occurrence_technical,causal_ocurrence_words,136
(T) sensor,(C) generated by,occurrence_technical,causal_ocurrence_words,103
(T) sensor,(C) increase,occurrence_technical,causal_ocurrence_words,54
(T) sensor,(C) increases,occurrence_technical,causal_ocurrence_words,40
(T) sensor,(C) influence,occurrence_technical,causal_ocurrence_words,21
(T) sensor,(C) introduced into,occurrence_technical,causal_ocurrence_words,82
(T) sensor,(C) may,occurrence_technical,causal_ocurrence_words,1042
(T) sensor,(C) monitoring,occurrence_technical,causal_ocurrence_words,452
(T) sensor,(C) obtained from,occurrence_technical,causal_ocurrence_words,74
(T) sensor,(C) occurrence,occurrence_technical,causal_ocurrence_words,47
(T) sensor,(C) receive,occurrence_technical,causal_ocurrence_words,170
(T) sensor,(C) remove,occurrence_technical,causal_ocurrence_words,45
(T) sensor,(C) shape,occurrence_technical,causal_ocurrence_words,86
(T) sensor,(C) thereby,occurrence_technical,causal_ocurrence_words,109
(T) sensor,(C) therefore,occurrence_technical,causal_ocurrence_words,197
(T) sensor,(C) thus,occurrence_technical,causal_ocurrence_words,90
(T) sensor,(C) to prevent,occurrence_technical,causal_ocurrence_words,56
(T) sensor,(C) used to,occurrence_technical,causal_ocurrence_words,80
(T) sensor,(C) via,occurrence_technical,causal_ocurrence_words,257
(T) sensor,(C) while,occurrence_technical,causal_ocurrence_words,168
(T) siphon,(C) due to,occurrence_technical,causal_ocurrence_words,29
(T) siphon,(C) may,occurrence_technical,causal_ocurrence_words,25
(T) sluice,(C) configured to,occurrence_technical,causal_ocurrence_words,26
(T) sluice,(C) discharged to,occurrence_technical,causal_ocurrence_words,20
(T) sluice,(C) may,occurrence_technical,causal_ocurrence_words,32
(T) sluice,(C) shape,occurrence_technical,causal_ocurrence_words,43
(T) sluice,(C) while,occurrence_technical,causal_ocurrence_words,46
(T) solenoid valve,(C) configured to,occurrence_technical,causal_ocurrence_words,31
(T) solenoid valve,(C) discharged to,occurrence_technical,causal_ocurrence_words,33
(T) solenoid valve,(C) introduced into,occurrence_technical,causal_ocurrence_words,38
(T) solenoid valve,(C) may,occurrence_technical,causal_ocurrence_words,79
(T) solenoid valve,(C) therefore,occurrence_technical,causal_ocurrence_words,21
(T) solenoid valve,(C) via,occurrence_technical,causal_ocurrence_words,69
(T) solenoid valve,(C) while,occurrence_technical,causal_ocurrence_words,63
(T) strainer,(C) introduced into,occurrence_technical,causal_ocurrence_words,23
(T) strainer,(C) may,occurrence_technical,causal_ocurrence_words,36
(T) strainer,(C) remove,occurrence_technical,causal_ocurrence_words,20
(T) strainer,(C) shape,occurrence_technical,causal_ocurrence_words,23
(T) strainer,(C) to prevent,occurrence_technical,causal_ocurrence_words,33
(T) strainer,(C) while,occurrence_technical,causal_ocurrence_words,29
(T) suction line,(C) via,occurrence_technical,causal_ocurrence_words,30
(T) suction pipe,(C) configured to,occurrence_technical,causal_ocurrence_words,29
(T) suction pipe,(C) discharged to,occurrence_technical,causal_ocurrence_words,28
(T) suction pipe,(C) due to,occurrence_technical,causal_ocurrence_words,28
(T) suction pipe,(C) may,occurrence_technical,causal_ocurrence_words,33
(T) suction pipe,(C) thus,occurrence_technical,causal_ocurrence_words,21
(T) suction pipe,(C) via,occurrence_technical,causal_ocurrence_words,27
(T) suction pipe,(C) while,occurrence_technical,causal_ocurrence_words,39
(T) sump,(C) configured to,occurrence_technical,causal_ocurrence_words,24
(T) sump,(C) discharged to,occurrence_technical,causal_ocurrence_words,23
(T) sump,(C) due to,occurrence_technical,causal_ocurrence_words,22
(T) sump,(C) introduced into,occurrence_technical,causal_ocurrence_words,30
(T) sump,(C) may,occurrence_technical,causal_ocurrence_words,52
(T) sump,(C) shape,occurrence_technical,causal_ocurrence_words,30
(T) sump,(C) therefore,occurrence_technical,causal_ocurrence_words,27
(T) sump,(C) to prevent,occurrence_technical,causal_ocurrence_words,35
(T) sump,(C) while,occurrence_technical,causal_ocurrence_words,34
(T) tank,(C) accumulate,occurrence_technical,causal_ocurrence_words,57
(T) tank,(C) act,occurrence_technical,causal_ocurrence_words,38
(T) tank,(C) activated by,occurrence_technical,causal_ocurrence_words,30
(T) tank,(C) affect,occurrence_technical,causal_ocurrence_words,36
(T) tank,(C) affected,occurrence_technical,causal_ocurrence_words,39
(T) tank,(C) as a result,occurrence_technical,causal_ocurrence_words,330
(T) tank,(C) as a result of,occurrence_technical,causal_ocurrence_words,57
(T) tank,(C) associated with,occurrence_technical,causal_ocurrence_words,42
(T) tank,(C) based on,occurrence_technical,causal_ocurrence_words,565
(T) tank,(C) because,occurrence_technical,causal_ocurrence_words,412
(T) tank,(C) because of,occurrence_technical,causal_ocurrence_words,37
(T) tank,(C) becomes,occurrence_technical,causal_ocurrence_words,492
(T) tank,(C) carry,occurrence_technical,causal_ocurrence_words,50
(T) tank,(C) caused by,occurrence_technical,causal_ocurrence_words,88
(T) tank,(C) causes,occurrence_technical,causal_ocurrence_words,134
(T) tank,(C) common,occurrence_technical,causal_ocurrence_words,78
(T) tank,(C) comprise,occurrence_technical,causal_ocurrence_words,93
(T) tank,(C) configured to,occurrence_technical,causal_ocurrence_words,789
(T) tank,(C) corresponding to,occurrence_technical,causal_ocurrence_words,265
(T) tank,(C) creating,occurrence_technical,causal_ocurrence_words,24
(T) tank,(C) derived,occurrence_technical,causal_ocurrence_words,21
(T) tank,(C) determine,occurrence_technical,causal_ocurrence_words,107
(T) tank,(C) determines,occurrence_technical,causal_ocurrence_words,105
(T) tank,(C) discharged to,occurrence_technical,causal_ocurrence_words,857
(T) tank,(C) disposed between,occurrence_technical,causal_ocurrence_words,81
(T) tank,(C) driven by,occurrence_technical,causal_ocurrence_words,59
(T) tank,(C) drives,occurrence_technical,causal_ocurrence_words,46
(T) tank,(C) due to,occurrence_technical,causal_ocurrence_words,801
(T) tank,(C) effect of,occurrence_technical,causal_ocurrence_words,190
(T) tank,(C) exceeding,occurrence_technical,causal_ocurrence_words,41
(T) tank,(C) factor,occurrence_technical,causal_ocurrence_words,43
(T) tank,(C) generated by,occurrence_technical,causal_ocurrence_words,369
(T) tank,(C) important,occurrence_technical,causal_ocurrence_words,61
(T) tank,(C) in the event of,occurrence_technical,causal_ocurrence_words,37
(T) tank,(C) increase,occurrence_technical,causal_ocurrence_words,634
(T) tank,(C) increases,occurrence_technical,causal_ocurrence_words,279
(T) tank,(C) induces,occurrence_technical,causal_ocurrence_words,33
(T) tank,(C) influence,occurrence_technical,causal_ocurrence_words,35
(T) tank,(C) inhibiting,occurrence_technical,causal_ocurrence_words,22
(T) tank,(C) introduced into,occurrence_technical,causal_ocurrence_words,2084
(T) tank,(C) is caused by,occurrence_technical,causal_ocurrence_words,25
(T) tank,(C) is driven by,occurrence_technical,causal_ocurrence_words,38
(T) tank,(C) leading to,occurrence_technical,causal_ocurrence_words,58
(T) tank,(C) leads to,occurrence_technical,causal_ocurrence_words,49
(T) tank,(C) may,occurrence_technical,causal_ocurrence_words,2471
(T) tank,(C) monitoring,occurrence_technical,causal_ocurrence_words,592
(T) tank,(C) obtained from,occurrence_technical,causal_ocurrence_words,37
(T) tank,(C) occurrence,occurrence_technical,causal_ocurrence_words,67
(T) tank,(C) precipitated by,occurrence_technical,causal_ocurrence_words,25
(T) tank,(C) precipitates,occurrence_technical,causal_ocurrence_words,81
(T) tank,(C) prevented from,occurrence_technical,causal_ocurrence_words,106
(T) tank,(C) prior to,occurrence_technical,causal_ocurrence_words,54
(T) tank,(C) produces,occurrence_technical,causal_ocurrence_words,36
(T) tank,(C) pumped from,occurrence_technical,causal_ocurrence_words,82
(T) tank,(C) receive,occurrence_technical,causal_ocurrence_words,183
(T) tank,(C) reduces,occurrence_technical,causal_ocurrence_words,79
(T) tank,(C) remove,occurrence_technical,causal_ocurrence_words,932
(T) tank,(C) requires,occurrence_technical,causal_ocurrence_words,105
(T) tank,(C) requiring,occurrence_technical,causal_ocurrence_words,32
(T) tank,(C) settles,occurrence_technical,causal_ocurrence_words,50
(T) tank,(C) shape,occurrence_technical,causal_ocurrence_words,900
(T) tank,(C) thereby,occurrence_technical,causal_ocurrence_words,782
(T) tank,(C) therefore,occurrence_technical,causal_ocurrence_words,1201
(T) tank,(C) thus,occurrence_technical,causal_ocurrence_words,600
(T) tank,(C) to prevent,occurrence_technical,causal_ocurrence_words,608
(T) tank,(C) used to,occurrence_technical,causal_ocurrence_words,283
(T) tank,(C) via,occurrence_technical,causal_ocurrence_words,1550
(T) tank,(C) while,occurrence_technical,causal_ocurrence_words,1822
(T) valve,(C) act,occurrence_technical,causal_ocurrence_words,27
(T) valve,(C) acts on,occurrence_technical,causal_ocurrence_words,26
(T) valve,(C) as a result,occurrence_technical,causal_ocurrence_words,145
(T) valve,(C) as a result of,occurrence_technical,causal_ocurrence_words,35
(T) valve,(C) associated with,occurrence_technical,causal_ocurrence_words,66
(T) valve,(C) based on,occurrence_technical,causal_ocurrence_words,352
(T) valve,(C) because,occurrence_technical,causal_ocurrence_words,113
(T) valve,(C) becomes,occurrence_technical,causal_ocurrence_words,176
(T) valve,(C) break,occurrence_technical,causal_ocurrence_words,36
(T) valve,(C) carry,occurrence_technical,causal_ocurrence_words,26
(T) valve,(C) caused by,occurrence_technical,causal_ocurrence_words,44
(T) valve,(C) causes,occurrence_technical,causal_ocurrence_words,71
(T) valve,(C) common,occurrence_technical,causal_ocurrence_words,40
(T) valve,(C) comprise,occurrence_technical,causal_ocurrence_words,43
(T) valve,(C) configured to,occurrence_technical,causal_ocurrence_words,452
(T) valve,(C) corresponding to,occurrence_technical,causal_ocurrence_words,180
(T) valve,(C) determine,occurrence_technical,causal_ocurrence_words,77
(T) valve,(C) determines,occurrence_technical,causal_ocurrence_words,113
(T) valve,(C) discharged to,occurrence_technical,causal_ocurrence_words,286
(T) valve,(C) disposed between,occurrence_technical,causal_ocurrence_words,34
(T) valve,(C) drives,occurrence_technical,causal_ocurrence_words,36
(T) valve,(C) due to,occurrence_technical,causal_ocurrence_words,307
(T) valve,(C) effect of,occurrence_technical,causal_ocurrence_words,25
(T) valve,(C) exceeding,occurrence_technical,causal_ocurrence_words,55
(T) valve,(C) generated by,occurrence_technical,causal_ocurrence_words,83
(T) valve,(C) in the event of,occurrence_technical,causal_ocurrence_words,26
(T) valve,(C) increase,occurrence_technical,causal_ocurrence_words,110
(T) valve,(C) increases,occurrence_technical,causal_ocurrence_words,108
(T) valve,(C) introduced into,occurrence_technical,causal_ocurrence_words,352
(T) valve,(C) leading to,occurrence_technical,causal_ocurrence_words,36
(T) valve,(C) leads to,occurrence_technical,causal_ocurrence_words,23
(T) valve,(C) may,occurrence_technical,causal_ocurrence_words,1162
(T) valve,(C) monitoring,occurrence_technical,causal_ocurrence_words,336
(T) valve,(C) occurrence,occurrence_technical,causal_ocurrence_words,32
(T) valve,(C) prevented from,occurrence_technical,causal_ocurrence_words,31
(T) valve,(C) receive,occurrence_technical,causal_ocurrence_words,74
(T) valve,(C) reduces,occurrence_technical,causal_ocurrence_words,23
(T) valve,(C) remove,occurrence_technical,causal_ocurrence_words,104
(T) valve,(C) shape,occurrence_technical,causal_ocurrence_words,223
(T) valve,(C) thereby,occurrence_technical,causal_ocurrence_words,267
(T) valve,(C) therefore,occurrence_technical,causal_ocurrence_words,393
(T) valve,(C) thus,occurrence_technical,causal_ocurrence_words,253
(T) valve,(C) to prevent,occurrence_technical,causal_ocurrence_words,250
(T) valve,(C) used to,occurrence_technical,causal_ocurrence_words,125
(T) valve,(C) via,occurrence_technical,causal_ocurrence_words,1017
(T) valve,(C) while,occurrence_technical,causal_ocurrence_words,591
(T) vessel,(C) comprise,occurrence_technical,causal_ocurrence_words,34
(T) vessel,(C) configured to,occurrence_technical,causal_ocurrence_words,26
(T) vessel,(C) increase,occurrence_technical,causal_ocurrence_words,23
(T) vessel,(C) introduced into,occurrence_technical,causal_ocurrence_words,52
(T) vessel,(C) may,occurrence_technical,causal_ocurrence_words,225
(T) vessel,(C) monitoring,occurrence_technical,causal_ocurrence_words,24
(T) vessel,(C) shape,occurrence_technical,causal_ocurrence_words,22
(T) vessel,(C) thereby,occurrence_technical,causal_ocurrence_words,24
(T) vessel,(C) therefore,occurrence_technical,causal_ocurrence_words,25
(T) vessel,(C) thus,occurrence_technical,causal_ocurrence_words,35
(T) vessel,(C) via,occurrence_technical,causal_ocurrence_words,86
(T) vessel,(C) while,occurrence_technical,causal_ocurrence_words,79
(T) water channel,(C) may,occurrence_technical,causal_ocurrence_words,34
(T) water channel,(C) shape,occurrence_technical,causal_ocurrence_words,37
(T) water channel,(C) therefore,occurrence_technical,causal_ocurrence_words,21
(T) water channel,(C) while,occurrence_technical,causal_ocurrence_words,31
(T) water intake,(C) based on,occurrence_technical,causal_ocurrence_words,31
(T) water intake,(C) configured to,occurrence_technical,causal_ocurrence_words,28
(T) water intake,(C) discharged to,occurrence_technical,causal_ocurrence_words,23
(T) water intake,(C) due to,occurrence_technical,causal_ocurrence_words,29
(T) water intake,(C) introduced into,occurrence_technical,causal_ocurrence_words,26
(T) water intake,(C) may,occurrence_technical,causal_ocurrence_words,58
(T) water intake,(C) monitoring,occurrence_technical,causal_ocurrence_words,41
(T) water intake,(C) shape,occurrence_technical,causal_ocurrence_words,21
(T) water intake,(C) therefore,occurrence_technical,causal_ocurrence_words,35
(T) water intake,(C) to prevent,occurrence_technical,causal_ocurrence_words,23
(T) water intake,(C) via,occurrence_technical,causal_ocurrence_words,32
(T) water intake,(C) while,occurrence_technical,causal_ocurrence_words,39
(T) water meter,(C) based on,occurrence_technical,causal_ocurrence_words,50
(T) water meter,(C) because,occurrence_technical,causal_ocurrence_words,24
(T) water meter,(C) configured to,occurrence_technical,causal_ocurrence_words,62
(T) water meter,(C) due to,occurrence_technical,causal_ocurrence_words,21
(T) water meter,(C) generated by,occurrence_technical,causal_ocurrence_words,23
(T) water meter,(C) may,occurrence_technical,causal_ocurrence_words,107
(T) water meter,(C) monitoring,occurrence_technical,causal_ocurrence_words,48
(T) water meter,(C) shape,occurrence_technical,causal_ocurrence_words,50
(T) water meter,(C) thereby,occurrence_technical,causal_ocurrence_words,22
(T) water meter,(C) therefore,occurrence_technical,causal_ocurrence_words,50
(T) water meter,(C) thus,occurrence_technical,causal_ocurrence_words,34
(T) water meter,(C) to prevent,occurrence_technical,causal_ocurrence_words,48
(T) water meter,(C) via,occurrence_technical,causal_ocurrence_words,48
(T) water meter,(C) while,occurrence_technical,causal_ocurrence_words,46
(T) water network,(C) may,occurrence_technical,causal_ocurrence_words,30
(T) water network,(C) monitoring,occurrence_technical,causal_ocurrence_words,45
(T) weir,(C) may,occurrence_technical,causal_ocurrence_words,20
