source,target,source_stage,target_stage,value
(A) ash,(C) due to,occurrence_variable,causal_ocurrence_words,28
(A) ash,(C) may,occurrence_variable,causal_ocurrence_words,38
(A) bed,(C) based on,occurrence_variable,causal_ocurrence_words,21
(A) bed,(C) because,occurrence_variable,causal_ocurrence_words,23
(A) bed,(C) becomes,occurrence_variable,causal_ocurrence_words,20
(A) bed,(C) due to,occurrence_variable,causal_ocurrence_words,36
(A) bed,(C) increase,occurrence_variable,causal_ocurrence_words,29
(A) bed,(C) may,occurrence_variable,causal_ocurrence_words,91
(A) bed,(C) remove,occurrence_variable,causal_ocurrence_words,32
(A) bed,(C) shape,occurrence_variable,causal_ocurrence_words,20
(A) bed,(C) thereby,occurrence_variable,causal_ocurrence_words,32
(A) bed,(C) therefore,occurrence_variable,causal_ocurrence_words,60
(A) bed,(C) thus,occurrence_variable,causal_ocurrence_words,26
(A) bed,(C) while,occurrence_variable,causal_ocurrence_words,72
(A) clay,(C) due to,occurrence_variable,causal_ocurrence_words,23
(A) clay,(C) may,occurrence_variable,causal_ocurrence_words,32
(A) flood,(C) based on,occurrence_variable,causal_ocurrence_words,22
(A) flood,(C) due to,occurrence_variable,causal_ocurrence_words,24
(A) flooding,(C) caused by,occurrence_variable,causal_ocurrence_words,38
(A) flooding,(C) due to,occurrence_variable,causal_ocurrence_words,90
(A) flooding,(C) increase,occurrence_variable,causal_ocurrence_words,22
(A) flooding,(C) may,occurrence_variable,causal_ocurrence_words,26
(A) flooding,(C) to prevent,occurrence_variable,causal_ocurrence_words,51
(A) ground subsidence,(C) due to,occurrence_variable,causal_ocurrence_words,24
(A) hand,(C) as a result of,occurrence_variable,causal_ocurrence_words,26
(A) hand,(C) based on,occurrence_variable,causal_ocurrence_words,31
(A) hand,(C) because,occurrence_variable,causal_ocurrence_words,96
(A) hand,(C) becomes,occurrence_variable,causal_ocurrence_words,65
(A) hand,(C) causes,occurrence_variable,causal_ocurrence_words,27
(A) hand,(C) configured to,occurrence_variable,causal_ocurrence_words,45
(A) hand,(C) corresponding to,occurrence_variable,causal_ocurrence_words,32
(A) hand,(C) determines,occurrence_variable,causal_ocurrence_words,35
(A) hand,(C) discharged to,occurrence_variable,causal_ocurrence_words,28
(A) hand,(C) due to,occurrence_variable,causal_ocurrence_words,177
(A) hand,(C) effect of,occurrence_variable,causal_ocurrence_words,31
(A) hand,(C) important,occurrence_variable,causal_ocurrence_words,21
(A) hand,(C) increase,occurrence_variable,causal_ocurrence_words,80
(A) hand,(C) increases,occurrence_variable,causal_ocurrence_words,67
(A) hand,(C) introduced into,occurrence_variable,causal_ocurrence_words,45
(A) hand,(C) may,occurrence_variable,causal_ocurrence_words,253
(A) hand,(C) monitoring,occurrence_variable,causal_ocurrence_words,40
(A) hand,(C) remove,occurrence_variable,causal_ocurrence_words,56
(A) hand,(C) requires,occurrence_variable,causal_ocurrence_words,28
(A) hand,(C) shape,occurrence_variable,causal_ocurrence_words,81
(A) hand,(C) thereby,occurrence_variable,causal_ocurrence_words,25
(A) hand,(C) therefore,occurrence_variable,causal_ocurrence_words,38
(A) hand,(C) thus,occurrence_variable,causal_ocurrence_words,41
(A) hand,(C) to prevent,occurrence_variable,causal_ocurrence_words,57
(A) hand,(C) used to,occurrence_variable,causal_ocurrence_words,22
(A) hand,(C) via,occurrence_variable,causal_ocurrence_words,58
(A) hand,(C) while,occurrence_variable,causal_ocurrence_words,113
(A) heavy rain,(C) due to,occurrence_variable,causal_ocurrence_words,63
(A) heavy rains,(C) due to,occurrence_variable,causal_ocurrence_words,20
(A) hydraulic pressure,(C) may,occurrence_variable,causal_ocurrence_words,27
(A) lid,(C) configured to,occurrence_variable,causal_ocurrence_words,27
(A) lid,(C) may,occurrence_variable,causal_ocurrence_words,68
(A) lid,(C) shape,occurrence_variable,causal_ocurrence_words,44
(A) lid,(C) thereby,occurrence_variable,causal_ocurrence_words,24
(A) lid,(C) therefore,occurrence_variable,causal_ocurrence_words,20
(A) lid,(C) to prevent,occurrence_variable,causal_ocurrence_words,33
(A) lid,(C) while,occurrence_variable,causal_ocurrence_words,25
(A) nature,(C) because,occurrence_variable,causal_ocurrence_words,23
(A) nature,(C) due to,occurrence_variable,causal_ocurrence_words,72
(A) nature,(C) may,occurrence_variable,causal_ocurrence_words,35
(A) precipitation,(C) based on,occurrence_variable,causal_ocurrence_words,42
(A) precipitation,(C) because,occurrence_variable,causal_ocurrence_words,40
(A) precipitation,(C) becomes,occurrence_variable,causal_ocurrence_words,24
(A) precipitation,(C) due to,occurrence_variable,causal_ocurrence_words,77
(A) precipitation,(C) effect of,occurrence_variable,causal_ocurrence_words,20
(A) precipitation,(C) increase,occurrence_variable,causal_ocurrence_words,35
(A) precipitation,(C) influence,occurrence_variable,causal_ocurrence_words,33
(A) precipitation,(C) introduced into,occurrence_variable,causal_ocurrence_words,20
(A) precipitation,(C) may,occurrence_variable,causal_ocurrence_words,127
(A) precipitation,(C) occurrence,occurrence_variable,causal_ocurrence_words,32
(A) precipitation,(C) precipitates,occurrence_variable,causal_ocurrence_words,24
(A) precipitation,(C) remove,occurrence_variable,causal_ocurrence_words,52
(A) precipitation,(C) thereby,occurrence_variable,causal_ocurrence_words,20
(A) precipitation,(C) therefore,occurrence_variable,causal_ocurrence_words,54
(A) precipitation,(C) thus,occurrence_variable,causal_ocurrence_words,25
(A) precipitation,(C) to prevent,occurrence_variable,causal_ocurrence_words,31
(A) precipitation,(C) while,occurrence_variable,causal_ocurrence_words,49
(A) rain,(C) because,occurrence_variable,causal_ocurrence_words,24
(A) rain,(C) discharged to,occurrence_variable,causal_ocurrence_words,25
(A) rain,(C) due to,occurrence_variable,causal_ocurrence_words,83
(A) rain,(C) increase,occurrence_variable,causal_ocurrence_words,21
(A) rain,(C) introduced into,occurrence_variable,causal_ocurrence_words,25
(A) rain,(C) may,occurrence_variable,causal_ocurrence_words,48
(A) rain,(C) shape,occurrence_variable,causal_ocurrence_words,25
(A) rain,(C) therefore,occurrence_variable,causal_ocurrence_words,52
(A) rain,(C) to prevent,occurrence_variable,causal_ocurrence_words,52
(A) rain,(C) while,occurrence_variable,causal_ocurrence_words,31
(A) rainfall,(C) based on,occurrence_variable,causal_ocurrence_words,81
(A) rainfall,(C) because,occurrence_variable,causal_ocurrence_words,31
(A) rainfall,(C) caused by,occurrence_variable,causal_ocurrence_words,25
(A) rainfall,(C) discharged to,occurrence_variable,causal_ocurrence_words,26
(A) rainfall,(C) due to,occurrence_variable,causal_ocurrence_words,149
(A) rainfall,(C) increase,occurrence_variable,causal_ocurrence_words,46
(A) rainfall,(C) increases,occurrence_variable,causal_ocurrence_words,38
(A) rainfall,(C) introduced into,occurrence_variable,causal_ocurrence_words,23
(A) rainfall,(C) may,occurrence_variable,causal_ocurrence_words,95
(A) rainfall,(C) therefore,occurrence_variable,causal_ocurrence_words,59
(A) rainfall,(C) to prevent,occurrence_variable,causal_ocurrence_words,31
(A) rainfall,(C) while,occurrence_variable,causal_ocurrence_words,25
(A) rainwater,(C) accumulate,occurrence_variable,causal_ocurrence_words,21
(A) rainwater,(C) as a result,occurrence_variable,causal_ocurrence_words,26
(A) rainwater,(C) based on,occurrence_variable,causal_ocurrence_words,64
(A) rainwater,(C) because,occurrence_variable,causal_ocurrence_words,79
(A) rainwater,(C) becomes,occurrence_variable,causal_ocurrence_words,36
(A) rainwater,(C) caused by,occurrence_variable,causal_ocurrence_words,37
(A) rainwater,(C) causes,occurrence_variable,causal_ocurrence_words,20
(A) rainwater,(C) configured to,occurrence_variable,causal_ocurrence_words,56
(A) rainwater,(C) determines,occurrence_variable,causal_ocurrence_words,25
(A) rainwater,(C) discharged to,occurrence_variable,causal_ocurrence_words,110
(A) rainwater,(C) due to,occurrence_variable,causal_ocurrence_words,231
(A) rainwater,(C) effect of,occurrence_variable,causal_ocurrence_words,21
(A) rainwater,(C) exceeding,occurrence_variable,causal_ocurrence_words,20
(A) rainwater,(C) factor,occurrence_variable,causal_ocurrence_words,22
(A) rainwater,(C) increase,occurrence_variable,causal_ocurrence_words,72
(A) rainwater,(C) increases,occurrence_variable,causal_ocurrence_words,58
(A) rainwater,(C) introduced into,occurrence_variable,causal_ocurrence_words,99
(A) rainwater,(C) may,occurrence_variable,causal_ocurrence_words,165
(A) rainwater,(C) prevented from,occurrence_variable,causal_ocurrence_words,21
(A) rainwater,(C) remove,occurrence_variable,causal_ocurrence_words,56
(A) rainwater,(C) shape,occurrence_variable,causal_ocurrence_words,58
(A) rainwater,(C) thereby,occurrence_variable,causal_ocurrence_words,62
(A) rainwater,(C) therefore,occurrence_variable,causal_ocurrence_words,184
(A) rainwater,(C) thus,occurrence_variable,causal_ocurrence_words,64
(A) rainwater,(C) to prevent,occurrence_variable,causal_ocurrence_words,141
(A) rainwater,(C) used to,occurrence_variable,causal_ocurrence_words,20
(A) rainwater,(C) via,occurrence_variable,causal_ocurrence_words,41
(A) rainwater,(C) while,occurrence_variable,causal_ocurrence_words,109
(A) rivers,(C) because,occurrence_variable,causal_ocurrence_words,25
(A) rivers,(C) caused by,occurrence_variable,causal_ocurrence_words,30
(A) rivers,(C) causes,occurrence_variable,causal_ocurrence_words,44
(A) rivers,(C) discharged to,occurrence_variable,causal_ocurrence_words,42
(A) rivers,(C) due to,occurrence_variable,causal_ocurrence_words,108
(A) rivers,(C) increase,occurrence_variable,causal_ocurrence_words,38
(A) rivers,(C) may,occurrence_variable,causal_ocurrence_words,32
(A) rivers,(C) remove,occurrence_variable,causal_ocurrence_words,31
(A) rivers,(C) thereby,occurrence_variable,causal_ocurrence_words,20
(A) rivers,(C) therefore,occurrence_variable,causal_ocurrence_words,52
(A) rivers,(C) to prevent,occurrence_variable,causal_ocurrence_words,43
(A) rivers,(C) used to,occurrence_variable,causal_ocurrence_words,25
(A) runoff,(C) due to,occurrence_variable,causal_ocurrence_words,21
(A) salinity,(C) may,occurrence_variable,causal_ocurrence_words,33
(A) storm water,(C) may,occurrence_variable,causal_ocurrence_words,32
(A) streams,(C) may,occurrence_variable,causal_ocurrence_words,26
(A) temperature,(C) affected,occurrence_variable,causal_ocurrence_words,55
(A) temperature,(C) as a result,occurrence_variable,causal_ocurrence_words,51
(A) temperature,(C) as a result of,occurrence_variable,causal_ocurrence_words,21
(A) temperature,(C) based on,occurrence_variable,causal_ocurrence_words,217
(A) temperature,(C) because,occurrence_variable,causal_ocurrence_words,130
(A) temperature,(C) becomes,occurrence_variable,causal_ocurrence_words,98
(A) temperature,(C) caused by,occurrence_variable,causal_ocurrence_words,49
(A) temperature,(C) causes,occurrence_variable,causal_ocurrence_words,38
(A) temperature,(C) common,occurrence_variable,causal_ocurrence_words,21
(A) temperature,(C) configured to,occurrence_variable,causal_ocurrence_words,50
(A) temperature,(C) corresponding to,occurrence_variable,causal_ocurrence_words,58
(A) temperature,(C) determine,occurrence_variable,causal_ocurrence_words,45
(A) temperature,(C) discharged to,occurrence_variable,causal_ocurrence_words,30
(A) temperature,(C) due to,occurrence_variable,causal_ocurrence_words,314
(A) temperature,(C) effect of,occurrence_variable,causal_ocurrence_words,60
(A) temperature,(C) factor,occurrence_variable,causal_ocurrence_words,46
(A) temperature,(C) generated by,occurrence_variable,causal_ocurrence_words,47
(A) temperature,(C) important,occurrence_variable,causal_ocurrence_words,37
(A) temperature,(C) increase,occurrence_variable,causal_ocurrence_words,217
(A) temperature,(C) increases,occurrence_variable,causal_ocurrence_words,159
(A) temperature,(C) influence,occurrence_variable,causal_ocurrence_words,40
(A) temperature,(C) introduced into,occurrence_variable,causal_ocurrence_words,83
(A) temperature,(C) may,occurrence_variable,causal_ocurrence_words,482
(A) temperature,(C) monitoring,occurrence_variable,causal_ocurrence_words,121
(A) temperature,(C) obtained from,occurrence_variable,causal_ocurrence_words,21
(A) temperature,(C) occurrence,occurrence_variable,causal_ocurrence_words,20
(A) temperature,(C) remove,occurrence_variable,causal_ocurrence_words,60
(A) temperature,(C) requires,occurrence_variable,causal_ocurrence_words,26
(A) temperature,(C) shape,occurrence_variable,causal_ocurrence_words,48
(A) temperature,(C) thereby,occurrence_variable,causal_ocurrence_words,156
(A) temperature,(C) therefore,occurrence_variable,causal_ocurrence_words,230
(A) temperature,(C) thus,occurrence_variable,causal_ocurrence_words,131
(A) temperature,(C) to prevent,occurrence_variable,causal_ocurrence_words,74
(A) temperature,(C) used to,occurrence_variable,causal_ocurrence_words,49
(A) temperature,(C) via,occurrence_variable,causal_ocurrence_words,57
(A) temperature,(C) while,occurrence_variable,causal_ocurrence_words,251
(A) urban,(C) due to,occurrence_variable,causal_ocurrence_words,61
(A) urban,(C) increase,occurrence_variable,causal_ocurrence_words,28
(A) urban areas,(C) due to,occurrence_variable,causal_ocurrence_words,28
(A) vegetation,(C) may,occurrence_variable,causal_ocurrence_words,28
(A) water level,(C) as a result,occurrence_variable,causal_ocurrence_words,27
(A) water level,(C) based on,occurrence_variable,causal_ocurrence_words,225
(A) water level,(C) because,occurrence_variable,causal_ocurrence_words,29
(A) water level,(C) becomes,occurrence_variable,causal_ocurrence_words,46
(A) water level,(C) causes,occurrence_variable,causal_ocurrence_words,20
(A) water level,(C) configured to,occurrence_variable,causal_ocurrence_words,28
(A) water level,(C) corresponding to,occurrence_variable,causal_ocurrence_words,48
(A) water level,(C) determines,occurrence_variable,causal_ocurrence_words,55
(A) water level,(C) discharged to,occurrence_variable,causal_ocurrence_words,21
(A) water level,(C) due to,occurrence_variable,causal_ocurrence_words,118
(A) water level,(C) increase,occurrence_variable,causal_ocurrence_words,54
(A) water level,(C) increases,occurrence_variable,causal_ocurrence_words,57
(A) water level,(C) introduced into,occurrence_variable,causal_ocurrence_words,26
(A) water level,(C) may,occurrence_variable,causal_ocurrence_words,141
(A) water level,(C) monitoring,occurrence_variable,causal_ocurrence_words,191
(A) water level,(C) predict,occurrence_variable,causal_ocurrence_words,45
(A) water level,(C) shape,occurrence_variable,causal_ocurrence_words,21
(A) water level,(C) thereby,occurrence_variable,causal_ocurrence_words,30
(A) water level,(C) therefore,occurrence_variable,causal_ocurrence_words,71
(A) water level,(C) thus,occurrence_variable,causal_ocurrence_words,29
(A) water level,(C) to prevent,occurrence_variable,causal_ocurrence_words,32
(A) water level,(C) via,occurrence_variable,causal_ocurrence_words,56
(A) water level,(C) while,occurrence_variable,causal_ocurrence_words,72
(A) wind,(C) may,occurrence_variable,causal_ocurrence_words,25
(C) accumulate,(F) contaminants,causal_ocurrence_words,occurrence_failures,20
(C) as a result,(F) leakage,causal_ocurrence_words,occurrence_failures,45
(C) as a result,(F) oxidation,causal_ocurrence_words,occurrence_failures,22
(C) associated with,(F) fouling,causal_ocurrence_words,occurrence_failures,24
(C) based on,(F) contamination,causal_ocurrence_words,occurrence_failures,39
(C) based on,(F) corrosion,causal_ocurrence_words,occurrence_failures,85
(C) based on,(F) electrolysis,causal_ocurrence_words,occurrence_failures,26
(C) based on,(F) fouling,causal_ocurrence_words,occurrence_failures,29
(C) based on,(F) leak,causal_ocurrence_words,occurrence_failures,146
(C) based on,(F) leak detection,causal_ocurrence_words,occurrence_failures,20
(C) based on,(F) leakage,causal_ocurrence_words,occurrence_failures,223
(C) based on,(F) leaks,causal_ocurrence_words,occurrence_failures,25
(C) based on,(F) oxidation,causal_ocurrence_words,occurrence_failures,39
(C) because,(F) contaminants,causal_ocurrence_words,occurrence_failures,43
(C) because,(F) contamination,causal_ocurrence_words,occurrence_failures,40
(C) because,(F) corrosion,causal_ocurrence_words,occurrence_failures,58
(C) because,(F) electrolysis,causal_ocurrence_words,occurrence_failures,25
(C) because,(F) leak,causal_ocurrence_words,occurrence_failures,37
(C) because,(F) leakage,causal_ocurrence_words,occurrence_failures,44
(C) because,(F) oxidation,causal_ocurrence_words,occurrence_failures,50
(C) because,(F) suspended solids,causal_ocurrence_words,occurrence_failures,30
(C) becomes,(F) blocked,causal_ocurrence_words,occurrence_failures,20
(C) becomes,(F) contaminants,causal_ocurrence_words,occurrence_failures,22
(C) becomes,(F) contamination,causal_ocurrence_words,occurrence_failures,29
(C) becomes,(F) corrosion,causal_ocurrence_words,occurrence_failures,34
(C) becomes,(F) electrolysis,causal_ocurrence_words,occurrence_failures,25
(C) becomes,(F) leak,causal_ocurrence_words,occurrence_failures,32
(C) becomes,(F) leakage,causal_ocurrence_words,occurrence_failures,38
(C) caused by,(F) contaminants,causal_ocurrence_words,occurrence_failures,22
(C) caused by,(F) contamination,causal_ocurrence_words,occurrence_failures,34
(C) caused by,(F) corrosion,causal_ocurrence_words,occurrence_failures,60
(C) caused by,(F) leak,causal_ocurrence_words,occurrence_failures,29
(C) caused by,(F) leakage,causal_ocurrence_words,occurrence_failures,60
(C) causes,(F) contamination,causal_ocurrence_words,occurrence_failures,29
(C) causes,(F) corrosion,causal_ocurrence_words,occurrence_failures,57
(C) causes,(F) leakage,causal_ocurrence_words,occurrence_failures,33
(C) causes,(F) oxidation,causal_ocurrence_words,occurrence_failures,20
(C) comprise,(F) corrosion,causal_ocurrence_words,occurrence_failures,29
(C) configured to,(F) electrolysis,causal_ocurrence_words,occurrence_failures,22
(C) configured to,(F) leak,causal_ocurrence_words,occurrence_failures,29
(C) configured to,(F) leakage,causal_ocurrence_words,occurrence_failures,32
(C) configured to,(F) lifting,causal_ocurrence_words,occurrence_failures,20
(C) corresponding to,(F) corrosion,causal_ocurrence_words,occurrence_failures,53
(C) corresponding to,(F) leak,causal_ocurrence_words,occurrence_failures,25
(C) corresponding to,(F) leakage,causal_ocurrence_words,occurrence_failures,39
(C) determine,(F) corrosion,causal_ocurrence_words,occurrence_failures,22
(C) determine,(F) fouling,causal_ocurrence_words,occurrence_failures,31
(C) determine,(F) leak,causal_ocurrence_words,occurrence_failures,81
(C) determine,(F) leakage,causal_ocurrence_words,occurrence_failures,46
(C) determines,(F) leak,causal_ocurrence_words,occurrence_failures,42
(C) determines,(F) leakage,causal_ocurrence_words,occurrence_failures,67
(C) discharged to,(F) contaminants,causal_ocurrence_words,occurrence_failures,24
(C) due to,(F) blockage,causal_ocurrence_words,occurrence_failures,54
(C) due to,(F) blocked,causal_ocurrence_words,occurrence_failures,31
(C) due to,(F) breakage,causal_ocurrence_words,occurrence_failures,100
(C) due to,(F) collapse,causal_ocurrence_words,occurrence_failures,30
(C) due to,(F) contaminants,causal_ocurrence_words,occurrence_failures,108
(C) due to,(F) contamination,causal_ocurrence_words,occurrence_failures,163
(C) due to,(F) corrosion,causal_ocurrence_words,occurrence_failures,263
(C) due to,(F) cracking,causal_ocurrence_words,occurrence_failures,21
(C) due to,(F) decay,causal_ocurrence_words,occurrence_failures,28
(C) due to,(F) deformation,causal_ocurrence_words,occurrence_failures,75
(C) due to,(F) degradation,causal_ocurrence_words,occurrence_failures,56
(C) due to,(F) deposits,causal_ocurrence_words,occurrence_failures,36
(C) due to,(F) electrolysis,causal_ocurrence_words,occurrence_failures,58
(C) due to,(F) fouling,causal_ocurrence_words,occurrence_failures,52
(C) due to,(F) freezing,causal_ocurrence_words,occurrence_failures,41
(C) due to,(F) leak,causal_ocurrence_words,occurrence_failures,58
(C) due to,(F) leakage,causal_ocurrence_words,occurrence_failures,217
(C) due to,(F) leaks,causal_ocurrence_words,occurrence_failures,69
(C) due to,(F) oxidation,causal_ocurrence_words,occurrence_failures,87
(C) due to,(F) rust,causal_ocurrence_words,occurrence_failures,27
(C) due to,(F) suspended solids,causal_ocurrence_words,occurrence_failures,64
(C) due to,(F) wear,causal_ocurrence_words,occurrence_failures,54
(C) effect of,(F) contaminants,causal_ocurrence_words,occurrence_failures,21
(C) effect of,(F) contamination,causal_ocurrence_words,occurrence_failures,22
(C) effect of,(F) corrosion,causal_ocurrence_words,occurrence_failures,61
(C) effect of,(F) electrolysis,causal_ocurrence_words,occurrence_failures,24
(C) effect of,(F) leakage,causal_ocurrence_words,occurrence_failures,23
(C) effect of,(F) oxidation,causal_ocurrence_words,occurrence_failures,50
(C) effect of,(F) suspended solids,causal_ocurrence_words,occurrence_failures,26
(C) exceeding,(F) corrosion,causal_ocurrence_words,occurrence_failures,95
(C) factor,(F) corrosion,causal_ocurrence_words,occurrence_failures,152
(C) factor,(F) inclusion,causal_ocurrence_words,occurrence_failures,24
(C) generated based on,(F) corrosion,causal_ocurrence_words,occurrence_failures,25
(C) generated by,(F) contaminants,causal_ocurrence_words,occurrence_failures,25
(C) generated by,(F) electrolysis,causal_ocurrence_words,occurrence_failures,91
(C) generated by,(F) leakage,causal_ocurrence_words,occurrence_failures,20
(C) generated by,(F) oxidation,causal_ocurrence_words,occurrence_failures,39
(C) identify,(F) leak,causal_ocurrence_words,occurrence_failures,40
(C) identify,(F) leakage,causal_ocurrence_words,occurrence_failures,32
(C) identifying,(F) leak,causal_ocurrence_words,occurrence_failures,27
(C) increase,(F) add,causal_ocurrence_words,occurrence_failures,20
(C) increase,(F) contaminants,causal_ocurrence_words,occurrence_failures,60
(C) increase,(F) contamination,causal_ocurrence_words,occurrence_failures,56
(C) increase,(F) corrosion,causal_ocurrence_words,occurrence_failures,110
(C) increase,(F) degradation,causal_ocurrence_words,occurrence_failures,27
(C) increase,(F) electrolysis,causal_ocurrence_words,occurrence_failures,49
(C) increase,(F) fouling,causal_ocurrence_words,occurrence_failures,35
(C) increase,(F) hydrolysis,causal_ocurrence_words,occurrence_failures,22
(C) increase,(F) leak,causal_ocurrence_words,occurrence_failures,32
(C) increase,(F) leakage,causal_ocurrence_words,occurrence_failures,51
(C) increase,(F) oxidation,causal_ocurrence_words,occurrence_failures,63
(C) increase,(F) suspended solids,causal_ocurrence_words,occurrence_failures,41
(C) increases,(F) contaminants,causal_ocurrence_words,occurrence_failures,22
(C) increases,(F) contamination,causal_ocurrence_words,occurrence_failures,28
(C) increases,(F) corrosion,causal_ocurrence_words,occurrence_failures,29
(C) increases,(F) fouling,causal_ocurrence_words,occurrence_failures,23
(C) increases,(F) leak,causal_ocurrence_words,occurrence_failures,21
(C) increases,(F) leakage,causal_ocurrence_words,occurrence_failures,28
(C) inhibiting,(F) corrosion,causal_ocurrence_words,occurrence_failures,157
(C) introduced into,(F) contaminants,causal_ocurrence_words,occurrence_failures,48
(C) introduced into,(F) electrolysis,causal_ocurrence_words,occurrence_failures,20
(C) may,(F) add,causal_ocurrence_words,occurrence_failures,55
(C) may,(F) blockage,causal_ocurrence_words,occurrence_failures,37
(C) may,(F) blocked,causal_ocurrence_words,occurrence_failures,29
(C) may,(F) breakage,causal_ocurrence_words,occurrence_failures,22
(C) may,(F) contaminants,causal_ocurrence_words,occurrence_failures,128
(C) may,(F) contamination,causal_ocurrence_words,occurrence_failures,83
(C) may,(F) corrosion,causal_ocurrence_words,occurrence_failures,288
(C) may,(F) crushing,causal_ocurrence_words,occurrence_failures,28
(C) may,(F) deformation,causal_ocurrence_words,occurrence_failures,32
(C) may,(F) degradation,causal_ocurrence_words,occurrence_failures,26
(C) may,(F) deposits,causal_ocurrence_words,occurrence_failures,26
(C) may,(F) electrolysis,causal_ocurrence_words,occurrence_failures,80
(C) may,(F) fouling,causal_ocurrence_words,occurrence_failures,100
(C) may,(F) freezing,causal_ocurrence_words,occurrence_failures,20
(C) may,(F) leak,causal_ocurrence_words,occurrence_failures,218
(C) may,(F) leak detection,causal_ocurrence_words,occurrence_failures,56
(C) may,(F) leakage,causal_ocurrence_words,occurrence_failures,198
(C) may,(F) leaks,causal_ocurrence_words,occurrence_failures,64
(C) may,(F) lifting,causal_ocurrence_words,occurrence_failures,27
(C) may,(F) oxidation,causal_ocurrence_words,occurrence_failures,118
(C) may,(F) psd,causal_ocurrence_words,occurrence_failures,23
(C) may,(F) shielding,causal_ocurrence_words,occurrence_failures,25
(C) may,(F) suspended solids,causal_ocurrence_words,occurrence_failures,43
(C) may,(F) void,causal_ocurrence_words,occurrence_failures,30
(C) monitoring,(F) contaminants,causal_ocurrence_words,occurrence_failures,24
(C) monitoring,(F) contamination,causal_ocurrence_words,occurrence_failures,54
(C) monitoring,(F) corrosion,causal_ocurrence_words,occurrence_failures,63
(C) monitoring,(F) fouling,causal_ocurrence_words,occurrence_failures,33
(C) monitoring,(F) leak,causal_ocurrence_words,occurrence_failures,89
(C) monitoring,(F) leakage,causal_ocurrence_words,occurrence_failures,229
(C) monitoring,(F) leaks,causal_ocurrence_words,occurrence_failures,32
(C) occurrence,(F) corrosion,causal_ocurrence_words,occurrence_failures,61
(C) occurrence,(F) leak,causal_ocurrence_words,occurrence_failures,47
(C) occurrence,(F) leakage,causal_ocurrence_words,occurrence_failures,147
(C) reduces,(F) corrosion,causal_ocurrence_words,occurrence_failures,23
(C) remove,(F) add,causal_ocurrence_words,occurrence_failures,21
(C) remove,(F) contaminants,causal_ocurrence_words,occurrence_failures,300
(C) remove,(F) contamination,causal_ocurrence_words,occurrence_failures,48
(C) remove,(F) corrosion,causal_ocurrence_words,occurrence_failures,35
(C) remove,(F) deposits,causal_ocurrence_words,occurrence_failures,27
(C) remove,(F) electrolysis,causal_ocurrence_words,occurrence_failures,44
(C) remove,(F) oxidation,causal_ocurrence_words,occurrence_failures,76
(C) remove,(F) rust,causal_ocurrence_words,occurrence_failures,31
(C) remove,(F) suspended solids,causal_ocurrence_words,occurrence_failures,138
(C) shape,(F) contaminants,causal_ocurrence_words,occurrence_failures,21
(C) shape,(F) corrosion,causal_ocurrence_words,occurrence_failures,32
(C) shape,(F) deformation,causal_ocurrence_words,occurrence_failures,22
(C) shape,(F) leak,causal_ocurrence_words,occurrence_failures,20
(C) shape,(F) leakage,causal_ocurrence_words,occurrence_failures,34
(C) shape,(F) lifting,causal_ocurrence_words,occurrence_failures,23
(C) thereby,(F) contaminants,causal_ocurrence_words,occurrence_failures,63
(C) thereby,(F) contamination,causal_ocurrence_words,occurrence_failures,47
(C) thereby,(F) corrosion,causal_ocurrence_words,occurrence_failures,70
(C) thereby,(F) electrolysis,causal_ocurrence_words,occurrence_failures,40
(C) thereby,(F) leak,causal_ocurrence_words,occurrence_failures,24
(C) thereby,(F) leakage,causal_ocurrence_words,occurrence_failures,49
(C) thereby,(F) oxidation,causal_ocurrence_words,occurrence_failures,51
(C) thereby,(F) suspended solids,causal_ocurrence_words,occurrence_failures,27
(C) therefore,(F) add,causal_ocurrence_words,occurrence_failures,25
(C) therefore,(F) blocked,causal_ocurrence_words,occurrence_failures,32
(C) therefore,(F) breakage,causal_ocurrence_words,occurrence_failures,20
(C) therefore,(F) contaminants,causal_ocurrence_words,occurrence_failures,93
(C) therefore,(F) contamination,causal_ocurrence_words,occurrence_failures,76
(C) therefore,(F) corrosion,causal_ocurrence_words,occurrence_failures,165
(C) therefore,(F) deformation,causal_ocurrence_words,occurrence_failures,24
(C) therefore,(F) electrolysis,causal_ocurrence_words,occurrence_failures,58
(C) therefore,(F) fouling,causal_ocurrence_words,occurrence_failures,34
(C) therefore,(F) freezing,causal_ocurrence_words,occurrence_failures,22
(C) therefore,(F) leak,causal_ocurrence_words,occurrence_failures,91
(C) therefore,(F) leakage,causal_ocurrence_words,occurrence_failures,159
(C) therefore,(F) leaks,causal_ocurrence_words,occurrence_failures,40
(C) therefore,(F) oxidation,causal_ocurrence_words,occurrence_failures,73
(C) therefore,(F) suspended solids,causal_ocurrence_words,occurrence_failures,44
(C) thus,(F) contaminants,causal_ocurrence_words,occurrence_failures,53
(C) thus,(F) contamination,causal_ocurrence_words,occurrence_failures,42
(C) thus,(F) corrosion,causal_ocurrence_words,occurrence_failures,65
(C) thus,(F) degradation,causal_ocurrence_words,occurrence_failures,26
(C) thus,(F) electrolysis,causal_ocurrence_words,occurrence_failures,30
(C) thus,(F) leak,causal_ocurrence_words,occurrence_failures,31
(C) thus,(F) leakage,causal_ocurrence_words,occurrence_failures,36
(C) thus,(F) oxidation,causal_ocurrence_words,occurrence_failures,50
