Data;Altezza (m slm);Milioni mc
08/04/2024;251,31;65,59
09/04/2024;251,32;65,64
10/04/2024;251,34;65,75
11/04/2024;251,37;65,9
12/04/2024;251,38;65,95
13/04/2024;251,4;66,05
14/04/2024;251,42;66,15
15/04/2024;251,43;66,21
16/04/2024;251,42;66,16
17/04/2024;251,45;66,31
18/04/2024;251,46;66,36
19/04/2024;251,47;66,41
20/04/2024;251,49;66,52
21/04/2024;251,5;66,57
22/04/2024;251,51;66,62
23/04/2024;251,55;66,82
24/04/2024;251,63;67,23
25/04/2024;251,65;67,34
26/04/2024;251,66;67,39
27/04/2024;251,67;67,44
28/04/2024;251,69;67,54
29/04/2024;251,7;67,6
30/04/2024;251,7;67,6
01/05/2024;251,7;67,6
02/05/2024;251,83;68,26
03/05/2024;251,94;68,83
04/05/2024;251,91;68,68
05/05/2024;251,84;68,31
06/05/2024;251,78;68,01
07/05/2024;251,78;68,01
08/05/2024;251,82;68,21
09/05/2024;251,84;68,31
10/05/2024;251,83;68,26
11/05/2024;251,82;68,21
12/05/2024;251,82;68,21
13/05/2024;251,81;68,16
14/05/2024;251,8;68,11
15/05/2024;251,79;68,06
16/05/2024;251,78;68,01
17/05/2024;251,77;67,95
18/05/2024;251,78;68,01
19/05/2024;251,78;68,01
20/05/2024;251,84;68,31
21/05/2024;251,84;68,31
22/05/2024;251,83;68,27
23/05/2024;251,8;68,11
24/05/2024;251,8;68,11
25/05/2024;251,79;68,06
26/05/2024;251,78;68,01
27/05/2024;251,78;68,01
28/05/2024;251,77;67,95
29/05/2024;251,78;68,01
30/05/2024;251,78;68,01
31/05/2024;251,76;67,91
01/06/2024;251,77;67,95
02/06/2024;251,76;67,9
03/06/2024;251,75;67,85
04/06/2024;251,75;67,85
05/06/2024;251,75;67,85
06/06/2024;251,74;67,81
07/06/2024;251,73;67,75
08/06/2024;251,72;67,7
09/06/2024;251,72;67,7
10/06/2024;251,71;67,65
11/06/2024;251,71;67,65
12/06/2024;251,69;67,55
13/06/2024;251,69;67,55
14/06/2024;251,68;67,49
15/06/2024;251,67;67,44
16/06/2024;251,66;67,39
17/06/2024;251,64;67,29
18/06/2024;251,63;67,24
19/06/2024;251,62;67,19
20/06/2024;251,61;67,14
21/06/2024;251,59;67,03
22/06/2024;251,56;66,88
23/06/2024;251,56;66,88
24/06/2024;251,54;66,77
25/06/2024;251,8;68,11
26/06/2024;251,88;68,52
27/06/2024;251,91;68,68
28/06/2024;251,89;68,58
29/06/2024;251,9;68,62
30/06/2024;251,88;68,52
01/07/2024;251,88;68,52
02/07/2024;251,88;68,52
03/07/2024;251,88;68,52
04/07/2024;251,88;68,52
05/07/2024;251,87;68,47
06/07/2024;251,85;68,37
07/07/2024;251,82;68,21
08/07/2024;251,8;68,11
09/07/2024;251,75;67,86
10/07/2024;251,73;67,75
11/07/2024;251,7;67,6
12/07/2024;251,66;67,39
13/07/2024;251,61;67,13
14/07/2024;251,55;66,82
15/07/2024;251,49;66,52
16/07/2024;251,45;66,26
17/07/2024;251,39;66,01
18/07/2024;251,33;65,7
19/07/2024;251,29;65,49
20/07/2024;251,24;65,23
21/07/2024;251,19;64,98
22/07/2024;251,13;64,67
23/07/2024;251,07;64,36
24/07/2024;251,02;64,1
25/07/2024;250,95;63,78
26/07/2024;250,91;63,61
27/07/2024;250,85;63,36
28/07/2024;250,78;63,06
29/07/2024;250,72;62,8
30/07/2024;250,65;62,5
31/07/2024;250,57;62,16
01/08/2024;250,5;61,85
02/08/2024;250,44;61,6
03/08/2024;250,37;61,3
04/08/2024;250,29;60,96
05/08/2024;250,24;60,74
06/08/2024;250,15;60,36
07/08/2024;250,1;60,14
08/08/2024;250,02;59,8
09/08/2024;249,96;59,52
10/08/2024;249,87;59,08
11/08/2024;249,78;58,64
12/08/2024;249,7;58,25
13/08/2024;249,64;57,97
14/08/2024;249,54;57,48
15/08/2024;249,46;57,09
16/08/2024;249,39;56,75
17/08/2024;249,31;56,36
18/08/2024;249,23;55,97
19/08/2024;249,18;55,73
20/08/2024;249,11;55,39
21/08/2024;249,06;55,15
22/08/2024;248,99;54,8
23/08/2024;248,92;54,46
24/08/2024;248,84;54,07
25/08/2024;248,77;53,73
26/08/2024;248,7;53,4
27/08/2024;248,62;53,01
28/08/2024;248,55;52,67
29/08/2024;248,46;52,23
30/08/2024;248,43;52,09
31/08/2024;248,37;51,8
01/09/2024;248,29;51,41
02/09/2024;248,22;51,07
03/09/2024;248,16;50,77
04/09/2024;248,1;50,49
05/09/2024;248,04;50,19
06/09/2024;247,99;49,96
07/09/2024;247,94;49,76
08/09/2024;247,91;49,64
09/09/2024;248,15;50,73
10/09/2024;248,19;50,92
11/09/2024;248,15;50,73
12/09/2024;248,1;50,49
13/09/2024;248,08;50,39
14/09/2024;248,07;50,34
15/09/2024;248,03;50,15
16/09/2024;248,02;50,1
17/09/2024;247,97;49,88
18/09/2024;247,95;49,8
19/09/2024;248,01;50,05
20/09/2024;248,03;50,15
21/09/2024;248,02;50,09
22/09/2024;248,02;50,09
23/09/2024;248,03;50,14
24/09/2024;248,02;50,09
25/09/2024;248,03;50,14
26/09/2024;248,01;50,05
27/09/2024;247,98;49,92
28/09/2024;247,97;49,88
29/09/2024;247,92;49,68
30/09/2024;247,88;49,52
01/10/2024;247,84;49,36
02/10/2024;247,79;49,16
03/10/2024;247,79;49,16
04/10/2024;248,29;51,4
05/10/2024;248,33;51,6
06/10/2024;248,35;51,69
07/10/2024;248,37;51,8
08/10/2024;248,37;51,8
09/10/2024;248,68;53,3
10/10/2024;248,78;53,79
11/10/2024;248,94;54,57
12/10/2024;249;54,86
13/10/2024;249,02;54,95
14/10/2024;249,03;55
15/10/2024;249,05;55,1
16/10/2024;249,06;55,14
17/10/2024;249,07;55,2
18/10/2024;249,96;59,52
19/10/2024;250,15;60,35
20/10/2024;250,16;60,39
21/10/2024;250,11;60,19
22/10/2024;250,05;59,93
23/10/2024;249,97;59,56
24/10/2024;250,17;60,44
25/10/2024;250,35;61,21
26/10/2024;250,44;61,6
27/10/2024;250,41;61,47
28/10/2024;250,31;61,04
29/10/2024;250,2;60,57
30/10/2024;250,09;60,1
31/10/2024;249,98;59,62
01/11/2024;249,87;59,08
02/11/2024;249,78;58,65
03/11/2024;249,71;58,3
04/11/2024;249,67;58,11
05/11/2024;249,65;58,01
06/11/2024;249,62;57,86
07/11/2024;249,62;57,86
08/11/2024;249,61;57,81
09/11/2024;249,63;57,91
10/11/2024;249,61;57,81
11/11/2024;249,61;57,81
12/11/2024;249,6;57,77
13/11/2024;249,6;57,77
14/11/2024;249,6;57,77
15/11/2024;249,61;57,81
16/11/2024;249,6;57,77
17/11/2024;249,61;57,81
18/11/2024;249,62;57,87
19/11/2024;249,61;57,81
20/11/2024;249,72;58,35
21/11/2024;250,83;63,27
22/11/2024;250,74;62,88
23/11/2024;250,54;62,02
24/11/2024;250,54;62,02
25/11/2024;250,38;61,34
26/11/2024;250,26;60,83
27/11/2024;250,17;60,44
28/11/2024;250,09;60,1
29/11/2024;250;59,71
30/11/2024;249,89;59,18
01/12/2024;249,78;58,65
02/12/2024;249,71;58,31
03/12/2024;249,68;58,15
04/12/2024;249,68;58,15
05/12/2024;249,69;58,2
06/12/2024;249,69;58,2
07/12/2024;249,68;58,15
08/12/2024;249,8;58,74
09/12/2024;249,92;59,33
10/12/2024;249,89;59,18
11/12/2024;249,81;58,79
12/12/2024;249,76;58,55
13/12/2024;249,75;58,49
14/12/2024;249,79;58,69
15/12/2024;249,8;58,74
16/12/2024;249,79;58,69
17/12/2024;249,78;58,65
18/12/2024;249,77;58,6
19/12/2024;249,75;58,49
20/12/2024;249,8;58,74
21/12/2024;249,96;59,51
22/12/2024;249,91;59,27
23/12/2024;249,86;59,03
24/12/2024;249,82;58,84
25/12/2024;249,82;58,84
26/12/2024;249,81;58,79
27/12/2024;249,81;58,79
28/12/2024;249,79;58,69
29/12/2024;249,79;58,69
30/12/2024;249,78;58,64
31/12/2024;249,77;58,59
