"Stazione";"Firenze Uffizi 2"
"Codice";"TOS15004682"
"Comune";"Firenze"
"Provincia";"FI"
"GB [m]";"E";1681523;"N";4848552
"WGS84 [°]";"Lat";43.768;"Lon";11.255
"Quota [m]";40,58

;;;ATTENZIONE i dati sono nel fomato csv ed utilizzano
;;;come separatore di colonna il "punto e virgola" e
;;;come separatore decimale la "virgola"
;;;verificare le proprie impostazioni internazionali per una corretta visulizzazione.
;;;Il valore contrassegnato con N corrisponde al dato non validato
;;;Il valore contrassegnato con R corrisponde al dato ricostruito
;;;Il valore contrassegnato con I corrisponde al dato incerto
;;;Il valore contrassegnato con @ corrisponde al dato mancante
;;;Il valore contrassegnato con V corrisponde al dato validato
;;;Il valore contrassegnato con P corrisponde al dato prevalidato soggetto ad eventuali modifiche
;;;(consultare la sezione Criteri di validazione)

"gg/mm/aaaa";"Livello [m]";"Tipo Dato"
01/06/2023;2.23;P
01/07/2023;2.23;P
01/08/2023;2.23;P
01/09/2023;2.23;P
01/10/2023;2.23;P
01/11/2023;2.23;P
01/12/2023;2.23;P
01/01/2024;2.23;P
01/02/2024;2.23;P
01/03/2024;2.23;P
01/04/2024;2.23;P
01/05/2024;2.23;P
01/06/2024;2.23;P
01/07/2024;2.23;P
01/08/2024;2.23;P
01/09/2024;2.23;P
01/10/2024;2.23;P
01/11/2024;2.23;P
01/12/2024;2.23;P
01/01/2025;2.23;P
01/02/2025;2.234286;P
01/03/2025;2.318387;P
01/04/2025;2.240333;P
01/05/2025;2.23;P
01/06/2025;2.23;P
01/07/2025;2.23;P
01/08/2025;2.23;P
01/09/2025;2.23;P
01/10/2025;2.23;P
01/11/2025;2.23;P
01/12/2025;2.23;P
01/01/2026;2.230968;P
01/02/2026;2.23;P
01/03/2026;2.23;P
01/04/2026;2.23;P
01/05/2026;2.23;P
01/06/2026;2.23;P
